Date,ACN,ADBE,AMD,AKAM,APH,ADI,AAPL,AMAT,APP,ANET,ADSK,AVGO,CDNS,CDW,CSCO,CTSH,GLW,CRWD,DDOG,DELL,EPAM,FFIV,FICO,FSLR,FTNT,IT,GEN,GDDY,HPE,HPQ,IBM,INTC,INTU,JBL,KEYS,KLAC,LRCX,MCHP,MU,MSFT,MPWR,MSI,NTAP,NVDA,NXPI,ON,ORCL,PLTR,PANW,PTC,QCOM,ROP,CRM,STX,NOW,SWKS,SMCI,SNPS,TEL,TDY,TER,TXN,TRMB,TYL,VRSN,WDC,WDAY,ZBRA
2000-01-01 00:00:00,,5721525892.25769,29211186402.0,35720919663.0,1127147761.110871,14146796509.13269,11555417273.807526,19839746570.436005,,,1570723767.7574158,,5620106250.0,,140795619437.8396,681771630.8930146,28846683455.492607,,,,,2700016990.0,313661344.9676666,,,1178638309.6875,1391326040.5552878,,,10303573951.563885,52038282852.929855,133683844471.7438,7420866166.791916,2622031656.3946037,,4068258988.4171677,4469083325.477815,2759279413.6910977,34067214972.028713,222621254609.06552,,19160143094.50026,7428182225.126953,1723679414.1158462,,,57080084760.375336,,,6420140230.0,42659639598.846436,1530070840.819336,,,,5021801460.089539,,4289633417.09375,,433718606.5,9488148420.497787,30279867988.245735,753568870.1483374,189270418.75,12728411798.425964,985056921.6793613,,1337509933.585619
2000-02-01 00:00:00,,10598785003.28064,32051162857.75,37459469190.0,1327459715.5561633,23792337024.458084,12766659503.48258,26443961642.808937,,,2301079316.139221,,5432769375.0,,169967336845.77454,988682766.0990386,35158348176.514175,,,,,2585122650.0,334657836.7082901,,,1083968565.9375,1985375379.3899167,,,12802133932.791052,47634151669.83346,152685023764.78046,6459616202.516556,2878534961.4217777,,5408443349.957123,5587474467.060328,4110117317.9729123,52590186785.23373,203287505039.08044,,24231946089.57254,13968309962.463318,2976447370.7079887,,,84843460045.52348,,,9078040850.0,47845136344.90967,1244863972.8514404,,,,8705704575.392029,,3709168813.96875,,407343826.375,12748554470.486542,46702260953.72534,951876372.0,232532228.75,19955308833.530457,933212323.8158383,,1504168985.7637138
2000-03-01 00:00:00,,11566445401.763916,47873888825.5,23058185221.5,1697987073.0358176,24359722974.96379,15126464312.323332,27248031262.846306,,,2342916918.7545776,,5620106250.0,,198817543332.0864,1132511581.8985205,36280428367.561424,,,,,1946022883.75,266643823.00494385,,,1192838771.25,2087857294.0523572,,,12617711057.71548,54935546346.18574,178326770874.83105,6690314938.94577,3585860985.0462265,,5846494944.984436,4838152669.781685,4328173532.3783455,69024621761.31981,241670572370.77826,,20568973799.61728,12247711626.46431,3929120865.434408,,,89199932981.67343,,,6307834570.0,50154467346.19141,1550368918.7253418,,,,5696371644.908752,,4527623904.375,,867437213.0,12015881967.267456,44980347303.89926,1021284099.7733374,254163133.75,11791772429.834793,1542392090.1621294,,1129892201.342476
2000-04-01 00:00:00,,12569656875.610352,70999411393.75,14177244081.0,2117294029.1416998,23243869694.06314,13817780259.04596,29434385382.14939,,,1976031967.163086,,4581238125.0,,178284863596.81253,831263461.0572371,36967742146.78491,,,,,1341032374.6875,290221625.26371,,,1022433232.5,1735249473.3642235,,,12864536470.21252,51745004816.430885,171399837927.934,4421760524.4112015,3378585286.5262566,,5195919797.607651,4925386990.616012,4085433587.8575115,76317388205.31659,158649574966.3806,,16776625206.966583,10943386737.536934,4144945382.088423,,,91342442649.19003,,,2442648105.0,36424440956.11572,1439017055.411499,,,,6236027906.005371,,3900722133.0,,820548715.0,16118864247.999786,45788591000.14937,1095649441.3358374,232532228.75,10993165723.92723,1425740539.4690466,,1288077094.0137138
2000-05-01 00:00:00,,11699198851.394653,66333735787.875,9570983994.0,1519470284.7242374,23300614294.429092,9355715363.39879,24140168832.289566,,,1917488127.708435,,4359840000.0,,146421004948.77097,1014730058.793942,36125472086.75538,,,,,926335616.25,288935617.01369476,,,1008232770.9375,1827309359.0315044,,,11453008990.901968,49801654494.70642,168527602934.14496,4460210225.186348,3026218596.0475845,,3439370717.448616,3449112619.9358225,3736753221.9500103,76625554253.51509,142301324415.55496,,13216881692.36702,9555805788.524551,5307614308.819175,,7898310220.5,82129647816.39545,,,3181993700.0,22295552047.729492,1613973366.928711,,,,5523980530.306641,,4394117045.65625,,741424374.625,12602021426.204407,40634617256.53668,1752543140.5079126,173047240.0,10677667279.878662,972095629.1880383,,1084696490.0137138
2000-06-01 00:00:00,,13511570748.901367,62682337487.625,17024791051.125,2195135353.2459717,22998002699.065475,11666801471.82882,26200028190.306255,,,1788581583.0230713,,5551983750.0,,163457901862.12695,601363836.7621496,49415123339.48767,,,,,1567230606.5625,301938955.58612823,,,908829540.0,1499019263.3845859,,,11899691889.365982,50907186864.15065,180736792949.85434,5090791646.060944,4118298456.4445267,,4063922065.238476,4026201735.842228,3835494833.233901,96483830920.08614,181963682713.05078,,12820372508.759308,11914688909.091705,5912222481.9511175,,8946306075.0,96055955217.79793,,,3294299360.0,20154164459.228516,1173278513.6033936,,,,5284132736.94635,,3209969255.28125,,885020399.75,10770333493.16565,38630984282.5521,1935977800.9920874,110858388.125,13921391024.905975,1036901928.187005,,1001367012.414381
2000-07-01 00:00:00,,11902967424.3927,58422372804.0,11307293122.125,1741577550.8483796,20161082329.842224,11318741001.036762,21935746637.61673,,,1115043551.4450073,,5688228750.0,,168279660871.4967,745192710.7829641,44028013665.98988,,,,,1297946997.1875,341825790.9481354,,,1069768104.375,1424328300.31034,,,13355192187.346645,52155909615.12424,180483383401.4584,4183368550.801277,4150687844.2748833,,3695262999.24839,3140437053.3034086,4570913991.577817,89293752237.21062,158791734159.95786,,14078908635.091736,12756496206.647392,5580853513.419628,,9048549573.0,85914725754.19254,,,2994817600.0,21812691068.649292,1264851496.795288,,,,4084898582.8979187,,3024220582.28125,,926047835.5,9231712255.50853,33463797142.43257,1715360469.7266626,110858388.125,12516435178.948792,855444323.681428,,1153902465.414381
2000-08-01 00:00:00,,13514286960.601807,60856638337.5,10834568959.5,2125597088.1880074,30260542114.8741,13574145182.85215,24953271730.27439,,,1452622253.894806,,5790412500.0,,176476681347.92447,774637916.8951107,61451883459.018616,,,,,1665967930.0,315234506.32901,,,1012966258.125,1356586286.518913,,,14747628528.253433,61339808650.74994,202452270878.92508,7367035309.438705,5288108690.602932,,4554021008.271332,3234382261.562276,4480400032.993074,89293752237.21062,158791734159.95786,,15349187061.63147,17317004639.15442,7382998821.19894,,6952557864.0,103911827623.66235,,,4005568540.0,20112170373.916626,1486085993.2437744,,,,6048647047.463928,,3442155096.53125,,943631022.25,9499597850.58879,37553620807.94647,1648431662.3204126,94635209.375,15686212829.229492,1218360023.065527,,1220283624.0
2000-09-01 00:00:00,,16139180613.708496,38948248536.0,7529980618.875,1891033486.952745,25040594372.879288,5735938125.241995,17147466587.606867,,,1310587755.203247,,6999586875.0,,142081361519.33978,706687275.5448256,55861713088.65098,,,,,976601890.0,293052546.5540085,,,880428616.875,1222838431.7056324,,,11857691741.438156,52388689928.63489,112415108848.43338,7013295828.838348,4705147800.803997,,2858188099.1090584,2247963287.261224,3264644426.5713925,50398932213.91674,137183593446.7737,,12252880536.995483,18852592892.669907,7615542547.225952,,4447592163.0,89985531097.17062,,,3275581750.0,23933062063.217163,1523381820.46521,,,,4084898582.8979187,,3517615494.9375,,1365627504.25,5128731188.410934,26723563818.380997,887426484.9608374,86523620.0,15977062812.579529,1218360023.065527,,1086108898.421238
2000-10-01 00:00:00,,15816979781.341553,36716838463.625,7312661928.0,2133900583.8697295,19669348339.846893,4357641712.439358,15358638996.46038,,,1139501532.5546265,,6999586875.0,,138545435072.96783,742927318.7288033,43021036385.847565,,,,,890431135.0,281467804.78554535,,,719490052.5,1085616836.4241366,,,11386408845.470818,45818320953.81583,121712629686.11823,7559286472.206116,4731058332.943249,,2346404289.014435,2080204480.7297587,3122703263.848555,38073112404.65435,156659388789.2182,,10572192321.1902,17613026862.99774,5779956281.110644,,4115300794.5,75416445783.21843,,,3687369170.0,21870410554.885864,1606579185.8759766,,,,4781954232.935486,,3238992485.4375,,1175142981.125,4579221956.45768,27602613632.684113,941960917.4766626,105450661.875,10411465044.576141,1244282526.3193488,,990068036.0924759
